Date,Description,Debit,Credit,Balance
2022-06-13,DEBIT - LANDCRAFT INFRASTRUC,18000.0,0.0,425610.79
2022-06-14,CHQ PAID-MICR INWARD CLEARING- LANDCRAFT DEVELOPERS P-HDFC BANK LTD.-HDFC BANK LTD,28320.0,0.0,397290.79
2022-06-19,SMS ALERT CHARGES CA,30.0,0.0,397260.79
2022-07-20,"BY CLG:DEL ACCTS- AXIS BANK LTD, INPROSPER INFRASTRUCTURE",0.0,463300.0,860560.79
2022-08-03,NEFT DR- P215220183196693- RBISOGSTPMT-GST-,128800.0,0.0,731760.79
2022-08-03, NEFT SC,18.0,0.0,731742.79
2022-08-09,"BY CLG:DEL ACCTS- AXIS BANK LTD, INPROSPER",0.0,393240.0,1124982.79
2022-09-05,CIN- 4 NGP LINKCELL,900.0,0.0,1124082.79
2022-09-06,MICR CHQ BK ISSUE OTH THAN IND,590.0,0.0,1123492.79
2022-09-07,CHQ PAID-MICR INWARD CLEARING- NON CUSTOMER INTER BRANC- PUNJAB NATIONAL BANK (PNB)-PUNJAB NATIONAL BANK,9720.0,0.0,1113772.79
2022-09-23,SMS ALERT CHARGES CA,30.0,0.0,1113742.79
2022-10-03,"BY CLG:DEL ACCTS- AXIS BANK LTD, INPROSPER",0.0,269234.0,1382976.79
2022-10-25,"BY CLG:DEL ACCTS- AXIS BANK LTD, INPROSPER INFRASTRUCTURE LLP",0.0,169500.0,1552476.79
2022-10-31,CHQ PAID-MICR INWARD CLEARING- SUMIT LOOMBA S O SH VIRE-UNION BANK OF iNDIA (UBI)-UNION BANK OF iNDIA,300.0,0.0,1552176.79
2022-10-31,NEFT DR- P304220200099306- RBISOGSTPMT-GST-,69512.0,0.0,1482664.79
2022-10-31,NEFT SC,6.0,0.0,1482658.79
2022-11-10,FUNDS TRANSFER DEBIT - GAURAV GARG,500000.0,0.0,982658.79
2022-11-10,ECS AAJCM6567CAY202223,0.0,94330.0,1076988.79
2022-11-17,FUNDS TRANSFER  DEBIT - GAURAV,500000.0,0.0,576988.79
2022-11-24,CHQ PAID-MICR INWARD CLEARING- SUMIT LOOMBA S O SH VIRE-UNION BANK OF INDIA (UBI}-UNION BANK OF INDIA,2500.0,0.0,574488.79
2022-11-24,"BY CLG:DEL ACCTS- AXIS BANK LTD, NPROSPER NFRASTRUCTURE LLP",0.0,169500.0,743988.79
2022-11-28,22112800002699-TIN- CHEQUE NGP LINKCELL,2600.0,0.0,741388.79
2022-11-29,CHQ PAID-MICR INWARD CLEARING GHAZIABAD STATIONERY MAR- PUNJAB NATIONAL BANK (PNB)-PUNJAB NATIONAL BANK,5576.0,0.0,735812.79
2022-12-05,CHQ PAlD-MICR INWARD CLEARING- PVAR AND ASSOCIATES-PUNJAB NATIONAL BANK (PNB) -PUNJAB NATIONAL BANK,28080.0,0.0,707732.79
2022-12-23,SMS CHARGES ON ACTUAL BASIS,2.0,0.0,707730.79
2023-02-15,NEFT DR- P046230221208085- RBISOGSTPMT-GST-,49256.0,0.0,658474.79
2023-02-15,NEFT $C,6.0,0.0,658468.79
2023-03-04,FUNDS TRANSFER DEBIT - GAURAV GARG,200000.0,0.0,458468.79
2023-03-26,SMS CHARGES ON ACTUAL BASIS,1.0,0.0,458467.79
